Alex
Xander
Ben
Benni
Benny
Chris
Chrisi
Chrissi
Dani
Danni
Feli
Hannes
Jan
Matze
Matti
Niko
Nick
Sebi
Sepp
Basti
Bastl
Tom
Tommy
Tommi
Alex
Lexi
Babs
Barbi
Lotti
Charlie
Lotte
Dani
Ella
Lisi
Lissi
Lisa
Katha
Katta
Lau
Laui
Miri
Ria
Mia
Sofi
Fifi
Vicky
Vicki
Tori
Leo
Maxi
Max
Nico
Jo
Hanni
Ani
Rina
Lena
Leni
Reni
Juli
Bella
Bea 
Pali
Tim
Timi
Timmi
Steffi
Ren
Maxi
Leni
Basti
Hansi
Janni
Mick
Becky
Sandi
Tobi
Hanna
Em
Fab
Lea
Paddy
Kat
Evchen
Philo
Jo
Celi
Timmy
Mai
Kit
Rina
Lau
Lissi
Dani
Feli
Nini
Yvi
Jules
Finn
Miri
Ria
Xander 
Hansi 
Xandra 
Mike
Mick
Micki
Micky
Rebi
Rebe
Sanni 
Stephi
Steph
Steff
Jake 
Kob 
Em 
Liv
Livi
Livie
Fabi
Pat 
Patty 
Lenni
Phili
Philli
Filli
Phil 
Jo 
Line 
Maja
Mai 
Lu 
Anni 
Ani 
Gretel
Flo 
Dave 
Clari
Klari
Bernie
Idi
Joni 
Klausi
Larsi 
Hein 
Manni
Norbi
Nobbi
Oli 
Olli
Pauli
Simi
Simmi
Tina
Tini
Veri
Uli 
Ulli 
Zoe
Karli 
Dori
Dora
Zach
Zachi
Yasi
Xeni
Vali 
Uschi
Urs 
Sabi 
Willi
Gabi
