Alex
Xander
Ben
Benni
Benny
Chris
Chrisi
Chrissi
Dani
Danni
Feli
Hannes
Jan
Matze
Matti
Niko
Nick
Sebi
Sepp
Basti
Bastl
Tom
Tommy
Tommi
Alex
Lexi
Babs
Barbi
Lotti
Charlie
Lotte
Dani
Ella
Lisi
Lissi
Lisa
Katha
Katta
Lau
Laui
Miri
Ria
Mia
Sofi
Fifi
Vicky
Vicki
Tori
Leo
Maxi
Max
Nico
Jo
Hanni
Ani
Rina
Lena
Leni
Reni
Juli
Bella
Bea 
Pali
Tim
Timi
Timmi
Steffi
Ren
Maxi
Leni
Basti
Hansi
Janni
Mick
Becky
Sandi
Tobi
Hanna
Em
Fab
Lea
Paddy
Kat
Evchen
Philo
Jo
Celi
Timmy
Mai
Kit
Rina
Lau
Lissi
Dani
Feli
Nini
Yvi
Jules
Finn
Miri
Ria
Xander 
Hansi 
Xandra 
Mike
Mick
Micki
Micky
Rebi
Rebe
Sanni 
Stephi
Steph
Steff
Jake 
Kob 
Em 
Liv
Livi
Livie
Fabi
Pat 
Patty 
Lenni
Phili
Philli
Filli
Phil 
Jo 
Line 
Maja
Mai 
Lu 
Anni 
Ani 
Gretel
Flo 
Dave 
Clari
Klari
Bernie
Idi
Joni 
Klausi
Larsi 
Hein 
Manni
Norbi
Nobbi
Oli 
Olli
Pauli
Simi
Simmi
Tina
Tini
Veri
Uli 
Ulli 
Zoe
Karli 
Dori
Dora
Zach
Zachi
Yasi
Xeni
Vali 
Uschi
Urs 
Sabi 
Willi 
Abby
Abe
Abram
Aby
Ada
Adrian
Aggie
Aggy
Aileen
Ailie
Ailie
Alan
Alec
Aleck
Alex
Alf
Alfie
Algy
Alick
Allie
Ally
Andy
Angel
Ann
Anna
Anne
Annabel
Annaple
Annie
Archie
Archy
Augustin
Austin
Bab
Babbie
Babs
Baldie
Barnabas
Barnaby
Barney
Bart
Bat
Beatrice
Beatrix
Beck
Becky
Bel
Bella
Belle
Ben
Bennet
Benny
Bert
Bertie
Berty
Bess
Bessie
Bessy
Beth
Betsy
Betty
Bex
Biddy
Bill
Billie
Billy
Bob
Bobby
Caddie
Caitlin
Carrie
Cassie
Casy
Cate
Cathie
Charley
Chas
Charlie
Chris
Chrissie
Christie
Christy
Chuck
Cindy
Cis
Cissie
Cissy
Claire
Clare
Claud
Clement
Connie
Corinna
Crispin
Crispus
Dan
Danny
Dave
Davy
Deb
Debbie
Denis
Di
Dick
Dicken
Dickie
Dickon
Dicky
Die
Dob
Dobbin
Dod
Doddy
Dol
Dolly
Dora
Dot
Eck
Ecky
Ed
Eddie
Eddy
Edie
Effie
Eileen
Ella
Ellen
Elsie
Elspie
Emm
Emmie
Eneas
Essie
Etta
Euphie
Eva
Eve
Fanny
Flo
Flossie
Floy
Francie
Frank
Frankie
Fred
Freddie
Freddy
Gabe
Genie
Georgie
Gertie
Gil
Greg
Grissel
Gritty
Gus
Gussie
Gustus
Hal
Harry
Hatty
Hen
Henny
Hetty
Hodge
Hodgekin
Horace
Huggin
Hughie
Hughoc
Humph
Hy
Ik
Ike
Inez
Isa
Izzy
Izzie
Issy
Jack
Jake
Janet
Jeames
Jean
Jeanie
Jeannie
Jem
Jemmy
Jen
Jennie
Jenny
Jeremy
Jess
Jessie
Jim
Jimmie
Jimmy
Jo
Jock
Joe
Joey
Johnnie
Johnny
Josh
Josie
Josy
Jozy
Judy
Jule
Jules
Julie
Kate
Kath
Kathie
Katie
Katrine
Ken
Kester
Kit
Kitty
Larry
Laura
Len
Lena
Lenny
Lettie
Lew
Lewie
Lex
Lexie
Libby
Lilly
Lily
Lisa
Liz
Liza
Lizzie
Lorrie
Lou
Louie
Lucy
Luke
Maddie
Madge
Mag
Maggie
Mamie
Manny
Margery
Margie
Marjorie
Marjory
Mark
Mat
Matt
Mattie
Matty
Maud
Maudlin
May
Meg
Meggy
Meta
Mick
Micky
Mif
Miffy
Mike
Mina
Minella
Minnie
Moll
Molly
Mose
Mosey
Nabby
Nan
Nance
Nancy
Nanny
Nat
Ned
Neddy
Nell
Nellie
Net
Nettie
Netty
Nic
Nick
Nina
Nol
Nolly
Nora
Norah
Ollie
Olly
Paddy
Pat
Patty
Paul
Peg
Peggy
Penny
Pete
Peterkin
Phamie
Phemie
Pheny
Phil
Phyl
Pip
Pippa
Pol
Polly
Prudy
Prue
Ralph
Ray
Reg
Reggie
Rick
Rob
Robbie
Robin
Rod
Roddie
Roddy
Rodge
Ron
Rosie
Roxy
Sal
Sally
Sam
Sammy
Sanders
Sandy
Sawnie
Seb
Sibella
Sim
Sis
Sisely
Sissie
Sly
Sol
Sophie
Sophy
Steenie
Steve
Stevie
Sue
Suke
Suky
Susie
Susy
Tam
Tammie
Tammy
Tave
Tavy
Ted
Teddy
Teenie
Terry
Tib
Tibbie
Tilda
Tillie
Tim
Tina
Toby
Tom
Tommy
Tony
Tracie
Trudy
Vest
Vester
Vic
Vicky
Vinty
Wat
Watty
Will
Willie
Willy
Wilmett
Wilmot
Winnie
Xina
Yiddy
Zac
Zach
Zacky
Zak
Zeke
